FeatureID,COMP_ID,SUPER_PATHWAY,SUB_PATHWAY,PATHWAY_SORTORDER,INCHIKEY,SMILES,CHEMICAL_NAME,PLOT_NAME,CAS,CHEMSPIDER,HMDB,KEGG,PUBCHEM
S100001151,31850,Lipid,Fatty Acid Metabolism (also BCAA Metabolism),1786,WPSSBBPLVMTKRN-UHFFFAOYSA-N,O=C(CNC(CCC)=O)O,butyrylglycine,butyrylglycine (C4),20208-73-5,79766,HMDB0000808,,88412
S100001153,31934,Lipid,"Fatty Acid, Dicarboxylate",1684,OTTXIFWBPRRYOG-UHFFFAOYSA-N,O=C(O)C(O)CCCC(O)=O,2-hydroxyadipate,2-hydroxyadipate,18294-85-4,167943,HMDB0000321,C02360,193530
S100001155,31928,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",404,HOACIBQKYRHBOW-UHFFFAOYSA-N,O=C(O)CNC(C(C)CC)=O,2-methylbutyrylglycine,2-methylbutyrylglycine (C5),52320-67-9,168243,HMDB0000339,,193872
S100001162,32452,Lipid,Fatty Acid Metabolism (also BCAA Metabolism),1788,UFAHZIUFPNSHSL-UHFFFAOYSA-N,[O-]C(CC(OC(CC)=O)C[N+](C)(C)C)=O,propionylcarnitine (C3),propionylcarnitine (C3),17298-37-2,96904,HMDB0000824,C03017,107738
S100001167,35127,Amino Acid,Urea cycle; Arginine and Proline Metabolism,522,ONPXCLZMBSJLSP-ALKRTJFJSA-N,OC([C@H]1N(C([C@H]2NCCC2)=O)CC(O)C1)=O,pro-hydroxy-pro,prolylhydroxyproline,18684-24-7,9847785,HMDB0006695,,11902893
S100001170,32397,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",410,ZMZQVAUJTDKQGE-UHFFFAOYSA-N,O=C(O)C(CC)CO,3-hydroxy-2-ethylpropionate,3-hydroxy-2-ethylpropionate,4374-62-3,164207,HMDB0000396,,188979
S100001178,31787,Lipid,"Fatty Acid, Dicarboxylate",1722,WMCQWXZMVIETAO-UHFFFAOYSA-N,CCCC1=C(C)C(C(O)=O)=C(CCC(O)=O)O1,3-carboxy-4-methyl-5-propyl-2-furanpropanoate (CMPF),3-carboxy-4-methyl-5-propyl-2-furanpropanoate (CMPF),86879-39-2,110498,HMDB0061112,,123979
S100001180,32413,Lipid,"Fatty Acid, Monohydroxy",1984,JYZJYKOZGGEXSX-UHFFFAOYSA-N,OC(C(O)=O)CCCCCCCCCCCC,2-hydroxymyristate,2-hydroxymyristate,2507-55-3,1508,HMDB0002261,C13790,1563
S100001181,32504,Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),1579,YUFFSWGQGVEMMI-JLNKQSITSA-N,O=C(O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC,docosapentaenoate (n3 DPA; 22:5n3),docosapentaenoate (DPA; 22:5n3),2234-74-4,,"HMDB0006528,HMDB0001976",C16513,6441454
S100001182,32415,Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),1594,HVGRZDASOHMCSK-AVQMFFATSA-N,CCCCC/C=C/C/C=C/CCCCCCCCCCCC(O)=O,docosadienoate (22:2n6),docosadienoate (22:2n6),7370-49-2,4445934,HMDB0061714,C16533,5282807
S100001193,32980,Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),1592,TWSWSIQAPQLDBP-CGRWFSSPSA-N,O=C(CCCCC/C=C/C/C=C/C/C=C/C/C=C/CCCCC)O,adrenate (22:4n6),adrenate (22:4n6),2091-25-0,4445971,HMDB0002226,C16527,"5282844,5497181"
S100001195,32417,Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),1581,WBBQTNCISCKUMU-IUQGRGSQSA-N,CC/C=C/C/C=C/C/C=C/CCCCCCCCCCCC(O)=O,docosatrienoate (22:3n3),docosatrienoate (22:3n3),59708-86-0,4471981,HMDB0002823,C16534,5312556
S100001197,32497,Lipid,Medium Chain Fatty Acid,1517,FRPZMMHWLSIFAZ-UHFFFAOYSA-N,O=C(CCCCCCCCC=C)O[H],10-undecenoate (11:1n1),10-undecenoate (11:1n1),1333-28-4,10771160,HMDB0033724,C13910,14891
S100001198,32418,Lipid,Long Chain Monounsaturated Fatty Acid,1543,YWWVWXASSLXJHU-WAYWQWQTSA-N,O=C(CCCCCCC/C=C\CCCC)O,myristoleate (14:1n5),myristoleate (14:1n5),544-64-9,4444564,HMDB0002000,C08322,5281119
S100001204,43831,Amino Acid,Histidine Metabolism,92,FHQDWPCFSJMNCT-UHFFFAOYSA-N,CN1C=C(CCN)N=C1,1-methylhistamine,1-methylhistamine,501-75-7,3488,HMDB0000898,C05127,3614
S100001207,32349,Amino Acid,Histidine Metabolism,99,PRJKNHOMHKJCEJ-UHFFFAOYSA-N,O=C(O)CC1=CNC=N1,4-imidazoleacetate,4-imidazoleacetate,645-65-8,86856,HMDB0002024,C02835,96215
S100001208,32350,Amino Acid,Histidine Metabolism,93,ZHCKPJGJQOPTLB-UHFFFAOYSA-N,O=C(O)CC1=CN(C)C=N1,1-methyl-4-imidazoleacetate,1-methyl-4-imidazoleacetate,2625-49-2,68319,HMDB0002820,C05828,75810
S100001211,32398,Lipid,"Fatty Acid, Dicarboxylate",1698,CXMXRPHRNRROMY-UHFFFAOYSA-N,OC(CCCCCCCCC(O)=O)=O,sebacate (C10-DC),sebacate (C10-DC),111-20-6,5004,HMDB0000792,C08277,5192
S100001212,32446,Amino Acid,Guanidino and Acetamido Metabolism,572,VVHOUVWJCQOYGG-UHFFFAOYSA-N,N=C(N)NC(C(O)=O)CC(O)=O,guanidinosuccinate,guanidinosuccinate,6133-30-8,88329,HMDB0003157,C03139,439918
S100001229,33969,Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),1574,JIWBIWFOSCKQMA-LTKCOYKYSA-N,CC\C=C/C\C=C/C\C=C/C\C=C/CCCCC(O)=O,stearidonate (18:4n3),stearidonate (18:4n3),111174-40-4,4471933,HMDB0006547,C16300,5312508
S100001232,33968,Lipid,Medium Chain Fatty Acid,1521,IJBFSOLHRKELLR-FPLPWBNLSA-N,CCCCCC\C=C/CCCC(O)=O,5-dodecenoate (12:1n7),5-dodecenoate (12:1n7),2430-94-6,4471803,HMDB0000529,,5312378
S100001247,33936,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)",1869,CXTATJFJDMJMIY-UHFFFAOYSA-N,[O-]C(CC(C[N+](C)(C)C)OC(CCCCCCC)=O)=O,octanoylcarnitine (C8),octanoylcarnitine (C8),3671-77-0,110274,HMDB0000791,C02838,"123701,11953814"
S100001250,33983,Lipid,Primary Bile Acid Metabolism,3485,XSOLDPYUICCHJX-OEYGYFRSSA-N,O=S(CCNC(CC[C@@H](C)[C@@]1([H])CCC2C3[C@@H](O)[C@@H](O)[C@]4([H])C[C@H](O)CC[C@]4(C)C3CC[C@]12C)=O)(O)=O,tauro-beta-muricholate,tauro-beta-muricholate,25696-60-0,147312,HMDB0000932,,"121596216,21124703,168408"
S100001251,33941,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)",1877,LZOSYCMHQXPBFU-UHFFFAOYSA-N,[O-]C(CC(C[N+](C)(C)C)OC(CCCCCCCCC)=O)=O,decanoylcarnitine (C10),decanoylcarnitine (C10),1492-27-9,8420677,HMDB0000651,,10245190
S100001253,33943,Amino Acid,Glutamate Metabolism,50,KSMRODHGGIIXDV-YFKPBYRVSA-N,OC([C@H](CCC(N)=O)NC(C)=O)=O,N-acetylglutamine,N-acetylglutamine,2490-97-3,158492,HMDB0006029,C02716,182230
S100001254,33959,Amino Acid,Tryptophan Metabolism,260,DZTHIGRZJZPRDV-LBPRGKRZSA-N,O=C(O)[C@@H](NC(C)=O)CC1=CNC2=C1C=CC=C2,N-acetyltryptophan,N-acetyltryptophan,1218-34-4,610602,HMDB0013713,C03137,"439917,700653"
S100001256,33950,Amino Acid,Phenylalanine Metabolism,144,CBQJSKKFNMDLON-JTQLQIEISA-N,O=C(O)[C@@H](NC(C)=O)CC1=CC=CC=C1,N-acetylphenylalanine,N-acetylphenylalanine,2018-61-3,67404,HMDB0000512,C03519,74839
S100001257,33942,Amino Acid,Alanine and Aspartate Metabolism,42,HXFOXFJUNFFYMO-BYPYZUCNSA-N,OC([C@@H](NC(C)=O)CC(N)=O)=O,N-acetylasparagine,N-acetylasparagine,4033-40-3,90090,HMDB0006028,,99715
S100001259,33944,Amino Acid,Glutathione Metabolism,582,QTQDDTSVRVWHMO-UHFFFAOYSA-N,O=C(NCC(O)=O)C(CSC)NC(CCC(N)C(O)=O)=O,S-methylglutathione,S-methylglutathione,2922-56-7,2841309,,C11347,115260
S100001262,33934,Peptide,Gamma-glutamyl Amino Acid,656,JPKNLFVGUZRHOB-YUMQZZPRSA-N,N[C@H](C(O)=O)CCCCNC(CC[C@@H](C(O)=O)N)=O,gamma-glutamyl-epsilon-lysine,gamma-glutamyl-epsilon-lysine,17105-15-6,5378717,HMDB0003869,,7015685
S100001263,33955,Lipid,Lysophospholipid,2617,ASWBNKHCZGQVJV-UHFFFAOYSA-N,O=P(OCC[N+](C)(C)C)([O-])OCC(O)COC(CCCCCCCCCCCCCCC)=O,1-palmitoyl-GPC (16:0),1-palmitoyl-GPC (16:0),17364-16-8,78064,HMDB0010382,C04102,86554
S100001266,33953,Amino Acid,Urea cycle; Arginine and Proline Metabolism,506,SNEIUMQYRCDYCH-LURJTMIESA-N,O=C(O)[C@@H](NC(C)=O)CCCNC(N)=N,N-acetylarginine,N-acetylarginine,155-84-0,60752,HMDB0004620,C02562,67427
S100001269,33997,Lipid,Sterol,3243,SGNBVLSWZMBQTH-PODYLUTMSA-N,C[C@H](CC[C@@H](C)C(C)C)[C@@]1([H])CC[C@@]2([H])[C@]3([H])CC=C4C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@@]21C,campesterol,campesterol,474-62-4,151215,HMDB0002869,C01789,173183
S100001270,33952,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)",1879,PSHXNVGSVNEJBD-UHFFFAOYSA-N,O=C(CCCCCCCCCCCCC)OC(CC([O-])=O)C[N+](C)(C)C,myristoylcarnitine (C14),myristoylcarnitine (C14),18822-89-4,4932274,HMDB0005066,,6426854
S100001271,33961,Lipid,Lysophospholipid,2628,IHNKQIMGVNPMTC-RUZDIDTESA-N,O[C@H](COC(CCCCCCCCCCCCCCCCC)=O)COP(OCC[N+](C)(C)C)([O-])=O,1-stearoyl-GPC (18:0),1-stearoyl-GPC (18:0),19420-57-6,435389,HMDB0010384,,497300
S100001272,48258,Lipid,Lysophospholipid,2630,YAMUFBLWGFFICM-PTGWMXDISA-N,O[C@H](COC(CCCCCCC/C=C\CCCCCCCC)=O)COP(OCC[N+](C)(C)C)([O-])=O,1-oleoyl-GPC (18:1),1-oleoyl-GPC (18:1),19420-56-5,17240641,HMDB0002815,C03916,16081932
S100001274,33939,Amino Acid,"Glycine, Serine and Threonine Metabolism",18,PEDXUVCGOLSNLQ-UHFFFAOYSA-N,CC(O)C(C(O)=O)NC(C)=O,N-acetylthreonine,N-acetylthreonine,17093-74-2,3841173,HMDB0062557,,152204
S100001275,33945,Peptide,Acetylated Peptides,1206,UTYVDVLMYQPLQB-UHFFFAOYSA-N,OC(CNC(CC1=CC=CC=C1)=O)=O,phenylacetylglycine,phenylacetylglycine,500-98-1,61452,HMDB0000821,C05598,68144
S100001276,33967,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",392,JDTWZSUNGHMMJM-MSZQBOFLSA-N,CC(N[C@H](C(O)=O)C(C)CC)=O,N-acetylisoleucine,N-acetylisoleucine,3077-46-1,2081100,HMDB0061684,,306109
S100001277,33972,Lipid,Long Chain Monounsaturated Fatty Acid,1557,BBOWBNGUEWHNQZ-KTKRTIGZSA-N,O=C(O)CCCCCCCC/C=C\CCCCCCCC,10-nonadecenoate (19:1n9),10-nonadecenoate (19:1n9),73033-09-7,4471938,HMDB0013622,,5312513
S100001278,33971,Lipid,Long Chain Monounsaturated Fatty Acid,1548,GDTXICBNEOEPAZ-FPLPWBNLSA-N,O=C(O)CCCCCCCC/C=C\CCCCCC,10-heptadecenoate (17:1n7),10-heptadecenoate (17:1n7),29743-97-3,4471860,HMDB0060038,,5312435
S100001293,33946,Amino Acid,Histidine Metabolism,75,KBOJOGQFRVVWBH-ZETCQYMHSA-N,OC([C@@H](NC(C)=O)CC1=CNC=N1)=O,N-acetylhistidine,N-acetylhistidine,39145-52-3,68142,HMDB0032055,C02997,75619
S100001294,33949,Peptide,Gamma-glutamyl Amino Acid,651,ACIJGUBIMXQCMF-BYPYZUCNSA-N,O=C(O)[C@@H](N)CCC(NCC(O)=O)=O,gamma-glutamylglycine,gamma-glutamylglycine,1948-29-4,145071,HMDB0011667,,100099
S100001295,33947,Peptide,Gamma-glutamyl Amino Acid,660,CATMPQFFVNKDEY-AAEUAGOBSA-N,O=C(O)[C@@H](N)CCC(N[C@@H](CC1=CNC2=C1C=CC=C2)C(O)=O)=O,gamma-glutamyltryptophan,gamma-glutamyltryptophan,66471-20-3,2302065,HMDB0029160,,3989307
S100001296,34384,Xenobiotics,Food Component/Plant,5085,CMUNUTVVOOHQPW-LURJTMIESA-N,C[N+]1(C)[C@H]([C@@]([O-])=O)CCC1,stachydrine,stachydrine,4136-37-2,103115,HMDB0004827,C10172,115244
S100001300,33937,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",429,NGEWQZIDQIYUNV-UHFFFAOYSA-N,OC(C(O)=O)C(C)C,alpha-hydroxyisovalerate,alpha-hydroxyisovalerate,600-37-3,90190,HMDB0000407,,99823
S100001310,33013,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,4326,BUCXGWMZJBKEMD-UHFFFAOYSA-N,NC(C1=C[N+](C2C(C(C(C[O-])O2)O)O)=CC=C1)=O,nicotinamide riboside,nicotinamide riboside,1341-23-7,,HMDB0000855,C03150,439924
S100001311,34592,Amino Acid,Glutathione Metabolism,592,JCMUOFQHZLPHQP-UHFFFAOYSA-N,O=C(NC(CC)C(NCC(O)=O)=O)CCC(C(O)=O)N,ophthalmate,ophthalmate,495-27-2,7993181,HMDB0005765,,7018721
S100001312,33468,Amino Acid,Felinine Metabolism,603,IFERABFGYYJODC-LURJTMIESA-N,N[C@H](C(O)=O)CSC(C)(C)CCO,felinine,felinine,471-09-0,144304,,,"534472,164607"
S100001313,44872,Peptide,Gamma-glutamyl Amino Acid,657,RQNSKRXMANOPQY-BQBZGAKWSA-N,O=C(O)[C@H](CCSC)NC(CC[C@@H](C(O)=O)N)=O,gamma-glutamylmethionine,gamma-glutamylmethionine,17663-87-5,5373147,HMDB0029155,,7009567
S100001314,33364,Peptide,Gamma-glutamyl Amino Acid,659,GWNXFCYUJXASDX-JUZNGCLZSA-N,CC(O)[C@@H](C(O)=O)NC(CC[C@@H](C(O)=O)N)=O,gamma-glutamylthreonine,gamma-glutamylthreonine,5652-48-2,21403107,HMDB0029159,,76078708
S100001315,36103,Xenobiotics,Benzoate Metabolism,4573,WGNAKZGUSRVWRH-UHFFFAOYSA-N,O=S(OC1=CC=C(C)C=C1)(O)=O,p-cresol sulfate,p-cresol sulfate,3233-57-7,3806480,HMDB0011635,,4615423
S100001316,33471,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,4321,PUEDDPCUCPRQNY-ZYUZMQFOSA-N,O[C@H]([C@@H]1O)[C@@H](O[C@@H]1CO)[N@+]2=CC(C([O-])=O)=CC=C2,nicotinate ribonucleoside,nicotinate ribonucleoside,2625-49-2,141635,HMDB0006809,C05841,161233
S100001319,33466,Amino Acid,Felinine Metabolism,604,IWZOUBIWPYHNIH-UHFFFAOYSA-N,OC(C(CCC(NC(CSC(C)(CCO)C)C(NCC(O)=O)=O)=O)N)=O,gamma-glutamylfelinylglycine*,gamma-glutamylfelinylglycine*,,21403109,,,87632550
S100001320,42420,Carbohydrate,Aminosugar Metabolism,1448,JPIJQSOTBSSVTP-PWNYCUMCSA-N,OC[C@@H](O)[C@@H](O)C(O)=O,erythronate*,erythronate*,88759-55-1,2061231,HMDB0000613,,2781043
S100001335,33587,Lipid,Long Chain Monounsaturated Fatty Acid,1560,BITHHVVYSMSWAG-KTKRTIGZSA-N,O=C(O)CCCCCCCCC/C=C\CCCCCCCC,eicosenoate (20:1),eicosenoate (20:1n9 or 1n11),,4445895,"HMDB0002231,HMDB0062436",C16526,"5282768,5282769,94159"
S100001337,34035,Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),1586,DTOSIQBPPRVQHS-PDBXOOCHSA-N,O=C(O)CCCCCCC/C=C\C/C=C\C/C=C\CC,linolenate [alpha or gamma; (18:3n3 or 6)],linolenate (18:3n3 or 3n6),,4444437,"HMDB0003073,HMDB0001388","C06426,C06427","5280933,5280934"
S100001359,46173,Energy,TCA Cycle,1458,,,aconitate [cis or trans],aconitate [cis or trans],,,"HMDB0000958,HMDB000072","C004174,C02341","444212,643757"
S100001383,45453,Lipid,Lysophospholipid,2612,VXUOFDJKYGDUJI-OAQYLSRUSA-N,CCCCCCCCCCCCCC(OC[C@](O)([H])COP(OCC[N+](C)(C)C)([O-])=O)=O,1-myristoyl-GPC (14:0),1-myristoyl-GPC (14:0),20559-16-4,405289,HMDB0010379,C04230,460604
S100001384,45456,Lipid,Lysophospholipid,2641,UATOAILWGVYRQS-HHHXNRCGSA-N,CCCCCCCCCCCCCCCCCCCC(OC[C@](O)([H])COP(OCC[N+](C)(C)C)([O-])=O)=O,1-arachidoyl-GPC (20:0),1-arachidoyl-GPC (20:0),108341-80-6,21403128,HMDB0010390,C04230,24779473
S100001386,41754,Cofactors and Vitamins,Hemoglobin and Porphyrin Metabolism,4427,GGIDWJQWCUJYRY-UHFFFAOYSA-K,CC1=C(CCC(O)=O)C(/C=C(C(CCC([O-])=O)=C/2C)\[N-]C2=C/C3=N/C(C(C=C)=C3C)=C\4)=N/C1=C\C(N([Fe+2])C4=C5C)=C5C=C,heme,heme,14875-96-8,,HMDB0003178,C00032,26945
S100001391,34409,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)",1883,FNPHNLNTJNMAEE-HSZRJFAPSA-N,[O-]C(C[C@@H](OC(CCCCCCCCCCCCCCCCC)=O)C[N+](C)(C)C)=O,stearoylcarnitine (C18),stearoylcarnitine (C18),18822-91-8,21233653,HMDB0000848,,3006797
S100001392,34534,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)",1878,FUJLYHJROOYKRA-UHFFFAOYSA-N,[O-]C(CC(C[N+](C)(C)C)OC(CCCCCCCCCCC)=O)=O,laurylcarnitine (C12),laurylcarnitine (C12),25518-54-1,8602997,HMDB000225,,168381
S100001393,34407,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",359,IGQBPDJNUXPEMT-UHFFFAOYSA-N,[O-]C(CC(C[N+](C)(C)C)OC(CC(C)C)=O)=O,isovalerylcarnitine (C5),isovalerylcarnitine (C5),31023-24-2,4932271,HMDB0000688,C20826,169235
S100001395,34419,Lipid,Lysophospholipid,2633,SPJFYYJXNPEZDW-UTJQPWESSA-N,O=P(OCC(O)COC(CCCCCCC/C=C\C/C=C\CCCCC)=O)([O-])OCC[N+](C)(C)C,1-linoleoyl-GPC (18:2),1-linoleoyl-GPC (18:2),,10160888,HMDB0010386,C04100,11988421
S100001409,48351,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",4145,WJNGQIYEQLPJMN-UHFFFAOYSA-N,OC(C1O)C(OC1CO)N(C=N2)C(N=CN3C)=C2C3=O,N1-methylinosine,N1-methylinosine,20245-33-4,513976,HMDB0002721,,650095
S100001411,35101,Xenobiotics,Food Component/Plant,4849,KMXXSJLYVJEBHI-UHFFFAOYSA-N,OC(CCNC(N)=N)=O,beta-guanidinopropanoate,beta-guanidinopropanoate,353-09-3,61020,HMDB0013222,C03065,67701
S100001412,35137,Nucleotide,"Purine Metabolism, Guanine containing",4211,RSPURTUNRHNVGF-IOSLPCCCSA-N,O=C1C(N=CN2[C@@]3([H])[C@@](O)([H])[C@@](O)([H])[C@](CO)([H])O3)=C2N=C(N(C)C)N1,"N2,N2-dimethylguanosine","N2,N2-dimethylguanosine",2140-67-2,83878,HMDB0004824,,135501639
S100001413,35130,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",4275,NIDVTARKFBZMOT-PEBGCTIMSA-N,O[C@]1([H])[C@@](O)([H])[C@](CO)([H])O[C@]1(N2C(N=C(NC(C)=O)C=C2)=O)[H],N4-acetylcytidine,N4-acetylcytidine,3768-18-1,96702,HMDB0005923,,107461
S100001415,35157,Nucleotide,"Purine Metabolism, Adenine containing",4183,UNUYMBPXEFMLNW-HZPYULPISA-N,OC(C)C(C(O)=O)NC(NC1=NC=NC2=C1N=CN2[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)=O,N6-carbamoylthreonyladenosine,N6-carbamoylthreonyladenosine,24719-82-2,141829,HMDB0041623,,161466
S100001416,35172,Nucleotide,"Pyrimidine Metabolism, Orotate containing",4228,FKCRAVPPBFWEJD-XVFCMESISA-N,O=C(C=C(C(O)=O)N1[C@H]2[C@H](O)[C@H](O)[C@@H](CO)O2)NC1=O,orotidine,orotidine,314-50-1,83729,HMDB0000788,,92751
S100001417,35126,Peptide,Acetylated Peptides,1203,JFLIEFSWGNOPJJ-JTQLQIEISA-N,O=C(CC1=CC=CC=C1)N[C@@H](CCC(N)=O)C(O)=O,phenylacetylglutamine,phenylacetylglutamine,28047-15-6,270643,HMDB0006344,C04148,92258
S100001423,35527,Xenobiotics,Benzoate Metabolism,4490,ZMHLUFWWWPBTIU-UHFFFAOYSA-N,O=C(NCC(O)=O)C1=CC=C(O)C=C1,4-hydroxyhippurate,4-hydroxyhippurate,2482-25-9,133104,HMDB0013678,,151012
S100001425,61833,Nucleotide,"Pyrimidine Metabolism, Uracil containing",4241,ZPTBLXKRQACLCR-XVFCMESISA-N,OC[C@H]1O[C@@H](N2CCC(NC2=O)=O)[C@@H]([C@@H]1O)O,"5,6-dihydrouridine","5,6-dihydrouridine",5627-05-4,85115,HMDB0000497,,94312
S100001426,62924,Nucleotide,"Pyrimidine Metabolism, Uracil containing",4263,YXNIEZJFCGTDKV-UHFFFAOYSA-N,OCC1C(O)C(O)C(N2C=CC(N(CCC(C(O)=O)N)C2=O)=O)O1,3-(3-amino-3-carboxypropyl)uridine*,3-(3-amino-3-carboxypropyl)uridine*,52745-94-5,149669,,,171198
S100001433,34397,Lipid,Monoacylglycerol,2880,DCPCOKIYJYGMDN-DOFZRALJSA-N,O=C(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)OCC(O)CO,1-arachidonylglycerol (20:4),1-arachidonylglycerol (20:4),35474-99-8,4445452,HMDB11578,C13857,"16019980,5282281"
S100001437,35159,Amino Acid,Glutathione Metabolism,581,BNRXZEPOHPEEAS-UHFFFAOYSA-N,NC(C(O)=O)CCC(NC(CSSCC(N)C(O)=O)C(NCC(O)=O)=O)=O,cysteine-glutathione disulfide,cysteine-glutathione disulfide,13081-14-6,3455404,HMDB0000656,R00900,3080690
S100001452,35107,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",358,ZRQXMKMBBMNNQC-UHFFFAOYSA-N,O=C(O)CNC(CC(C)C)=O,isovalerylglycine,isovalerylglycine,16284-60-9,475516,HMDB00678,,546304
S100001454,62915,Lipid,"Fatty Acid, Dicarboxylate",1704,FYVQCLGZFXHEGL-UHFFFAOYSA-N,O=C(O)CC(O)CCCCCCCCC(O)=O,3-hydroxydodecanedioate*,3-hydroxydodecanedioate*,34574-69-1,13628081,HMDB0000413,,16663321
S100001456,35114,Nucleotide,"Purine Metabolism, Guanine containing",4205,FZWGECJQACGGTI-UHFFFAOYSA-N,O=C1C(N2C)=C(N=C2)N=C(N)N1,7-methylguanine,7-methylguanine,578-76-7,10883,HMDB0000897,C02242,135398679
S100001461,42398,Lipid,Lysophospholipid,2686,BBYWOYAFBUOUFP-JOCHJYFZSA-N,O=P(OCC[NH3+])([O-])OC[C@H](O)COC(CCCCCCCCCCCCCCCCC)=O,1-stearoyl-GPE (18:0),1-stearoyl-GPE (18:0),69747-55-3,7826018,HMDB0011130,,9547068
S100001462,34437,Lipid,Lysophospholipid,2728,HFJVKBVEKQHVTO-OZAIVSQSSA-N,O=P(OCC(O)CO)(O)OC[C@H](O)COC(CCCCCCCCCCCCCCCCC)=O,1-stearoyl-GPG (18:0),1-stearoyl-GPG (18:0),,21403138,,,
S100001468,40469,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,4343,JLQSXXWTCJPCBC-UHFFFAOYSA-N,O=C(C1=C([H])N(C(C([H])=C1[H])=O)C([H])([H])[H])N([H])[H],N1-methyl-2-pyridone-5-carboxamide,N1-methyl-2-pyridone-5-carboxamide,701-44-0,62899,HMDB0004193,C05842,69698
S100001481,35153,Lipid,Monoacylglycerol,2884,JWPHORDRFVRZPP-KUBAVDMBSA-N,O=C(OCC(O)CO)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC,1-docosahexaenoylglycerol (22:6),1-docosahexaenoylglycerol (22:6),,10477810,HMDB0011587,,53480995
S100001485,34456,Peptide,Gamma-glutamyl Amino Acid,653,SNCKGJWJABDZHI-SIPWABPFSA-N,CCC(C)[C@@H](C(O)=O)NC(CC[C@@H](C(O)=O)N)=O,gamma-glutamylisoleucine*,gamma-glutamylisoleucine*,,21403145,HMDB0011170,,22885096
S100001491,37123,Carbohydrate,Aminosugar Metabolism,1451,FDJKUWYYUZCUJX-UHFFFAOYSA-N,OC(C1(O)OC(C(NC(CO)=O)C(C1)O)C(C(CO)O)O)=O,N-glycolylneuraminate,N-glycolylneuraminate,1113-83-3,3794850,HMDB0000833,C03410,123802
S100001501,35160,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",1903,IPOLTUVFXFHAHI-WHIOSMTNSA-N,[O-]C(C[C@@H](OC(CCCCCCC/C=C\CCCCCCCC)=O)C[N+](C)(C)C)=O,oleoylcarnitine (C18:1),oleoylcarnitine (C18:1),38677-66-6,21403150,HMDB0005065,,6441392
S100001502,37092,Peptide,Gamma-glutamyl Amino Acid,665,FUZOZPRKGAXGOB-UHFFFAOYSA-N,O=C(O)C(CCC(NC(CC)C(O)=O)=O)N,gamma-glutamyl-2-aminobutyrate,gamma-glutamyl-2-aminobutyrate,16869-42-4,21403151,,,
S100001509,45095,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",402,IHCPDBBYTYJYIL-UHFFFAOYSA-N,CCC(C)C(OC(CC([O-])=O)C[N+](C)(C)C)=O,2-methylbutyrylcarnitine (C5),2-methylbutyrylcarnitine (C5),31023-25-3,4932320,HMDB0000378,,6426901
S100001510,32553,Amino Acid,Tyrosine Metabolism,195,CTYRPMDGLDAWRQ-UHFFFAOYSA-N,OS(OC1=CC=CC=C1)(=O)=O,phenol sulfate,phenol sulfate,937-34-8,67018,HMDB0060015,C02180,74426
S100001511,33230,Lipid,Lysophospholipid,2619,LFUDDCMNKWEORN-KHPPLWFESA-N,O=P(OCC[N+](C)(C)C)([O-])OCC(O)COC(CCCCCCC/C=C\CCCCCC)=O,1-palmitoleoyl-GPC (16:1)*,1-palmitoleoyl-GPC* (16:1)*,,21403152,HMDB0010383,,24779461
S100001526,37059,Lipid,Fatty Acid Synthesis,1488,ZGNBLKBZJBJFDG-UHFFFAOYSA-N,O=C(CC(O)=O)OC(CC([O-])=O)C[N+](C)(C)C,malonylcarnitine,malonylcarnitine,853728-01-5,21403153,HMDB0002095,,22833583
